384well,17,96well,1,7
384well,18,96well,1,7
384well,19,96well,1,7
384well,20,96well,1,7
384well,21,96well,1,7
384well,22,96well,1,7
384well,23,96well,1,7
384well,24,96well,1,7
384well,25,96well,1,7
384well,26,96well,1,7
384well,27,96well,1,7
384well,28,96well,1,7
384well,29,96well,1,7
384well,30,96well,1,7
384well,31,96well,1,7
384well,32,96well,1,7
384well,33,96well,1,7
384well,34,96well,1,7
384well,35,96well,1,7
384well,36,96well,1,7
384well,37,96well,1,7
384well,38,96well,1,7
384well,39,96well,1,7
384well,40,96well,1,7
384well,41,96well,1,7
384well,42,96well,1,7
384well,43,96well,1,7
384well,44,96well,1,7
384well,45,96well,1,7
384well,46,96well,1,7
384well,47,96well,1,7
384well,48,96well,1,7
384well,49,96well,1,7
384well,50,96well,1,7
384well,51,96well,2,7
384well,52,96well,2,7
384well,53,96well,2,7
384well,54,96well,2,7
384well,55,96well,2,7
384well,56,96well,2,7
384well,57,96well,2,7
384well,58,96well,2,7
384well,59,96well,2,7
384well,60,96well,2,7
384well,61,96well,2,7
384well,62,96well,2,7
384well,63,96well,2,7
384well,64,96well,2,7
384well,65,96well,2,7
384well,66,96well,2,7
384well,67,96well,2,7
384well,68,96well,2,7
384well,69,96well,2,7
384well,70,96well,2,7
384well,71,96well,2,7
384well,72,96well,2,7
384well,73,96well,2,7
384well,74,96well,2,7
384well,75,96well,2,7
384well,76,96well,2,7
384well,77,96well,2,7
384well,78,96well,2,7
384well,79,96well,2,7
384well,80,96well,2,7
384well,81,96well,2,7
384well,82,96well,2,7
384well,83,96well,2,7
384well,84,96well,2,7
384well,85,96well,2,7
384well,86,96well,2,7
384well,87,96well,2,7
384well,88,96well,2,7
384well,89,96well,3,7
384well,90,96well,3,7
384well,91,96well,3,7
384well,92,96well,3,7
384well,93,96well,3,7
384well,94,96well,3,7
384well,95,96well,3,7
384well,96,96well,3,7
384well,97,96well,3,7
384well,98,96well,3,7
384well,99,96well,3,7
384well,100,96well,3,7
384well,101,96well,3,7
384well,102,96well,3,7
384well,103,96well,3,7
384well,104,96well,3,7
384well,105,96well,3,7
384well,106,96well,3,7
384well,107,96well,3,7
384well,108,96well,3,7
384well,109,96well,3,7
384well,110,96well,3,7
384well,111,96well,3,7
384well,112,96well,3,7
384well,113,96well,3,7
384well,114,96well,3,7
384well,115,96well,3,7
384well,116,96well,3,7
384well,117,96well,3,7
384well,118,96well,3,7
384well,119,96well,3,7
384well,120,96well,3,7
384well,121,96well,3,7
384well,122,96well,3,7
384well,123,96well,4,7
384well,124,96well,4,7
384well,125,96well,4,7
384well,126,96well,4,7
384well,127,96well,4,7
384well,128,96well,4,7
384well,129,96well,4,7
384well,130,96well,4,7
384well,131,96well,4,7
384well,132,96well,4,7
384well,133,96well,4,7
384well,134,96well,4,7
384well,135,96well,4,7
384well,136,96well,4,7
384well,137,96well,4,7
384well,138,96well,4,7
384well,139,96well,4,7
384well,140,96well,4,7
384well,141,96well,4,7
384well,142,96well,4,7
384well,143,96well,4,7
384well,144,96well,4,7
384well,145,96well,4,7
384well,146,96well,4,7
384well,147,96well,4,7
384well,148,96well,4,7
384well,149,96well,4,7
384well,150,96well,4,7
384well,151,96well,4,7
384well,152,96well,4,7
384well,153,96well,4,7
384well,154,96well,4,7
384well,155,96well,4,7
384well,156,96well,4,7
384well,157,96well,4,7
384well,158,96well,4,7
384well,159,96well,4,7
384well,160,96well,4,7
384well,161,96well,4,7
384well,162,96well,4,7
384well,163,96well,4,7
384well,164,96well,4,7
384well,165,96well,4,7
384well,166,96well,4,7
