384well,123,96well,1,9
384well,124,96well,1,12
384well,125,96well,1,12
384well,126,96well,1,7
384well,127,96well,1,9
384well,128,96well,1,7
384well,129,96well,1,6
384well,130,96well,1,12
384well,131,96well,1,18
384well,132,96well,1,9
384well,133,96well,1,7
384well,134,96well,1,12
384well,135,96well,1,7
384well,136,96well,1,12
384well,137,96well,1,5
384well,138,96well,1,6
384well,139,96well,1,12
384well,140,96well,1,9
384well,141,96well,1,9
384well,142,96well,1,7
384well,143,96well,1,7
384well,144,96well,1,12
384well,145,96well,1,7
384well,146,96well,1,9
384well,147,96well,1,12
384well,148,96well,1,35
384well,149,96well,1,9
384well,150,96well,1,12
384well,151,96well,1,7
384well,152,96well,1,7
384well,153,96well,1,7
384well,154,96well,1,12
384well,155,96well,1,6
384well,156,96well,1,7
384well,157,96well,1,9
384well,158,96well,1,7
384well,159,96well,1,18
384well,160,96well,1,35
384well,161,96well,1,12
384well,162,96well,1,12
384well,163,96well,1,7
384well,164,96well,1,7
384well,165,96well,1,7
384well,166,96well,1,7
