384well,97,96well,1,6
384well,98,96well,1,6
384well,99,96well,1,5
384well,100,96well,1,6
384well,101,96well,1,6
384well,102,96well,1,8
384well,103,96well,1,6
384well,104,96well,1,5
384well,105,96well,1,5
384well,106,96well,1,6
384well,107,96well,1,6
384well,108,96well,1,6
384well,109,96well,1,7
384well,110,96well,1,6
384well,111,96well,1,6
384well,112,96well,1,6
384well,113,96well,1,6
384well,114,96well,1,6
384well,115,96well,1,6
384well,116,96well,1,6
384well,117,96well,1,6
384well,118,96well,1,6
384well,119,96well,1,5
384well,120,96well,1,6
384well,121,96well,1,6
384well,122,96well,1,6
384well,123,96well,1,6
384well,124,96well,1,6
384well,125,96well,1,6
384well,126,96well,1,6
384well,127,96well,1,6
384well,128,96well,1,6
384well,129,96well,1,6
384well,130,96well,1,6
384well,131,96well,1,6
384well,132,96well,1,9
384well,133,96well,1,7
384well,134,96well,1,6
384well,135,96well,1,6
384well,136,96well,1,6
384well,137,96well,1,6
384well,138,96well,1,7
384well,139,96well,1,5
384well,140,96well,1,6
384well,141,96well,1,6
384well,142,96well,1,6
