384well,304,96well,1,4
384well,305,96well,1,5
384well,306,96well,1,6
384well,307,96well,1,6
384well,308,96well,1,6
384well,309,96well,1,6
384well,310,96well,1,7
384well,311,96well,1,6
384well,312,96well,1,6
384well,313,96well,1,6
384well,314,96well,1,6
384well,315,96well,1,6
384well,316,96well,1,7
384well,317,96well,1,7
384well,318,96well,1,6
384well,319,96well,1,7
384well,320,96well,1,7
384well,321,96well,1,7
384well,322,96well,1,6
384well,323,96well,1,6
384well,324,96well,1,6
384well,325,96well,1,6
384well,326,96well,1,5
384well,327,96well,1,6
384well,328,96well,1,7
384well,329,96well,1,5
384well,330,96well,1,7
