384well,131,96well,1,7
384well,132,96well,1,8
384well,133,96well,1,7
384well,134,96well,1,7
384well,135,96well,1,10
384well,136,96well,1,8
384well,137,96well,1,10
384well,138,96well,1,4
384well,139,96well,1,5
384well,140,96well,1,7
384well,141,96well,1,5
384well,142,96well,1,11
384well,143,96well,1,11
384well,144,96well,1,9
384well,145,96well,1,10
384well,146,96well,1,7
384well,147,96well,1,7
384well,148,96well,1,8
384well,149,96well,1,11
384well,150,96well,1,9
384well,151,96well,1,11
384well,152,96well,1,9
