384well,201,96well,1,12
384well,202,96well,1,11
384well,203,96well,1,12
384well,204,96well,1,7
384well,205,96well,1,5
384well,206,96well,1,9
384well,207,96well,1,9
384well,208,96well,1,9
384well,209,96well,1,12
384well,210,96well,1,8
384well,211,96well,1,11
384well,212,96well,1,12
384well,213,96well,1,11
384well,214,96well,1,6
384well,215,96well,1,6
384well,216,96well,1,6
384well,217,96well,1,11
384well,218,96well,1,5
384well,219,96well,1,7
384well,220,96well,1,11
384well,221,96well,1,12
384well,222,96well,1,7
384well,223,96well,1,5
384well,224,96well,1,8
384well,225,96well,1,5
384well,226,96well,1,5
384well,227,96well,1,12
384well,228,96well,1,8
384well,229,96well,1,9
384well,230,96well,1,6
384well,231,96well,1,11
384well,232,96well,1,12
384well,233,96well,1,5
384well,234,96well,1,7
384well,235,96well,1,7
384well,236,96well,1,6
384well,237,96well,1,6
384well,238,96well,1,8
384well,239,96well,1,11
384well,240,96well,1,7
384well,241,96well,1,7
384well,242,96well,1,9
384well,243,96well,1,8
384well,244,96well,1,9
384well,245,96well,1,8
384well,246,96well,1,5
