384well,153,96well,1,8
384well,154,96well,1,10
384well,155,96well,1,12
384well,156,96well,1,10
384well,157,96well,1,9
384well,158,96well,1,7
384well,159,96well,1,12
384well,160,96well,1,10
384well,161,96well,1,9
384well,162,96well,1,6
384well,163,96well,1,8
384well,164,96well,1,6
384well,165,96well,1,10
384well,166,96well,1,4
384well,167,96well,1,9
384well,168,96well,1,7
384well,169,96well,1,12
384well,170,96well,1,6
384well,171,96well,1,7
384well,172,96well,1,6
384well,173,96well,1,6
384well,174,96well,1,9
384well,175,96well,1,7
384well,176,96well,1,5
384well,177,96well,1,10
384well,178,96well,1,5
384well,179,96well,1,8
384well,180,96well,1,5
384well,181,96well,1,12
384well,182,96well,1,8
384well,183,96well,1,7
384well,184,96well,1,9
384well,185,96well,1,10
384well,186,96well,1,6
384well,187,96well,1,7
384well,188,96well,1,12
384well,189,96well,1,4
384well,190,96well,1,9
384well,191,96well,1,12
384well,192,96well,1,12
384well,193,96well,1,9
384well,194,96well,1,5
384well,195,96well,1,8
384well,196,96well,1,4
384well,197,96well,1,8
384well,198,96well,1,6
384well,199,96well,1,10
384well,200,96well,1,7
