384well,57,96well,1,5
384well,58,96well,1,7
384well,59,96well,1,7
384well,60,96well,1,6
384well,61,96well,1,6
384well,62,96well,1,7
384well,63,96well,1,7
384well,64,96well,1,9
384well,65,96well,1,5
384well,66,96well,1,6
384well,67,96well,1,6
384well,68,96well,1,7
384well,69,96well,1,9
384well,70,96well,1,7
384well,71,96well,1,6
384well,72,96well,1,45
384well,73,96well,1,5
384well,74,96well,1,7
384well,75,96well,1,5
384well,76,96well,1,7
384well,77,96well,1,7
384well,78,96well,1,9
384well,79,96well,1,6
384well,80,96well,1,24
384well,81,96well,1,6
384well,82,96well,1,6
384well,83,96well,1,7
384well,84,96well,1,5
384well,85,96well,1,6
384well,86,96well,1,6
384well,87,96well,1,6
384well,88,96well,1,6
384well,89,96well,1,9
384well,90,96well,1,6
384well,91,96well,1,7
384well,92,96well,1,7
384well,93,96well,1,6
384well,94,96well,1,6
384well,95,96well,1,7
384well,96,96well,1,9
384well,97,96well,1,6
384well,98,96well,1,7
384well,99,96well,1,6
384well,100,96well,1,6
384well,101,96well,1,6
384well,102,96well,1,5
384well,103,96well,1,5
384well,104,96well,1,15
384well,105,96well,1,6
384well,106,96well,1,7
384well,107,96well,1,6
384well,108,96well,1,6
384well,109,96well,1,4
